number_of_reviews,calculated_host_listings_count,availability_365,room_type,price
0.017488076311605726,0.0,0.0027397260273972603,0.5,295
0.003179650238473768,0.0,0.0,0.0,70
0.0,0.003067484662576687,0.0,0.0,58
0.13831478537360892,0.0,0.7315068493150685,0.5,75
0.020667726550079493,0.0,0.0,0.0,38
0.004769475357710652,0.09202453987730062,0.7397260273972602,0.5,100
0.001589825119236884,0.0,0.1178082191780822,0.5,260
0.06677265500794913,0.0,0.010958904109589041,0.5,147
0.0,0.0,0.0,0.0,34
0.0,0.0,0.0,0.0,65
0.009538950715421305,0.024539877300613498,0.410958904109589,0.5,125
0.0,0.19631901840490798,0.9260273972602739,0.5,310
0.0,0.012269938650306749,0.9013698630136986,0.0,50
0.006359300476947536,0.0,0.0,0.0,79
0.001589825119236884,0.003067484662576687,0.1726027397260274,0.5,329
0.0,0.003067484662576687,0.4657534246575343,0.0,115
0.004769475357710652,0.0,0.0,0.5,140
0.151033386327504,0.003067484662576687,0.30684931506849317,0.5,225
0.0,0.012269938650306749,0.7698630136986302,0.0,149
0.011128775834658189,0.0,0.33972602739726027,0.0,50
0.0,0.018404907975460124,0.9972602739726028,0.0,88
0.001589825119236884,0.0,0.0,0.5,200
0.006359300476947536,0.0,0.0,0.5,160
0.08108108108108109,0.0,0.24383561643835616,0.5,125
0.022257551669316377,0.006134969325153375,0.0,0.0,75
0.007949125596184421,0.0,0.15616438356164383,0.0,80
0.001589825119236884,0.0,0.0,0.5,140
0.02384737678855326,0.0,0.11232876712328767,0.5,134
0.001589825119236884,0.0,0.0,0.0,65
0.011128775834658189,0.15644171779141103,0.8958904109589041,0.5,159
0.025437201907790145,0.0,0.14246575342465753,0.5,300
0.0,0.0,0.4931506849315069,0.0,95
0.0,0.0,0.0,0.0,70
0.09220985691573927,0.015337423312883437,0.5452054794520548,0.5,248
0.001589825119236884,0.012269938650306749,0.9972602739726028,0.5,750
0.004769475357710652,0.0,0.0,0.0,90
0.007949125596184421,0.02147239263803681,0.4410958904109589,0.5,80
0.0,0.0,0.18356164383561643,0.5,85
0.004769475357710652,0.0,0.0,0.0,50
0.006359300476947536,0.0,0.0,0.5,295
0.0,0.0,0.0,0.0,80
0.0,0.0,0.0,0.0,109
0.025437201907790145,0.0,0.0,0.0,100
0.04292527821939587,0.0,0.9287671232876712,0.0,45
0.06041335453100159,0.0,0.6657534246575343,0.5,135
0.014308426073131956,0.006134969325153375,0.33972602739726027,0.5,115
0.011128775834658189,0.0,0.9342465753424658,0.0,185
0.004769475357710652,0.0,0.11506849315068493,0.5,150
0.0,0.7085889570552147,0.8547945205479452,0.5,290
0.007949125596184421,0.003067484662576687,0.0,0.0,80
0.041335453100158986,0.006134969325153375,0.0,0.0,65
0.004769475357710652,0.003067484662576687,0.663013698630137,0.0,45
0.20190779014308427,0.0,0.019178082191780823,0.5,80
0.007949125596184421,0.006134969325153375,1.0,0.0,75
0.02384737678855326,0.0,0.5835616438356165,0.0,69
0.044515103338632754,0.0,0.0,0.0,65
0.0,0.0,0.0,0.0,60
0.004769475357710652,0.0,0.0,0.5,195
0.030206677265500796,0.006134969325153375,0.2904109589041096,0.0,69
0.003179650238473768,0.0,0.0,0.5,160
0.01907790143084261,0.0,0.0,0.5,150
0.0,0.003067484662576687,0.0,0.0,250
0.0,0.0,0.0,0.5,90
0.006359300476947536,0.0,0.35342465753424657,0.5,235
0.0,0.018404907975460124,0.6301369863013698,0.0,100
0.0,0.0,0.0410958904109589,0.5,239
0.0,0.0,0.08767123287671233,0.5,65
0.030206677265500796,0.0,0.6246575342465753,0.5,115
0.04769475357710652,0.0,0.7726027397260274,0.5,60
0.001589825119236884,0.0,0.473972602739726,0.0,60
0.0,0.0,0.0,0.0,45
0.003179650238473768,0.0,0.0,0.5,300
0.014308426073131956,0.003067484662576687,0.0,0.0,35
0.007949125596184421,0.009202453987730062,0.2684931506849315,0.0,69
0.007949125596184421,0.0,0.8246575342465754,0.5,198
0.004769475357710652,0.0,0.0,0.5,100
0.07472178060413355,0.009202453987730062,0.6821917808219178,0.0,60
0.0,0.0,0.4904109589041096,0.0,225
0.030206677265500796,0.009202453987730062,0.8986301369863013,0.5,325
0.014308426073131956,0.0,0.7835616438356164,0.5,350
0.0,0.0,0.0,0.0,45
0.003179650238473768,0.0,0.9342465753424658,0.5,200
0.07154213036565978,0.0,0.5205479452054794,0.5,100
0.10174880763116058,0.0,0.5315068493150685,0.5,125
0.007949125596184421,0.006134969325153375,1.0,0.0,68
0.07472178060413355,0.003067484662576687,0.2493150684931507,0.5,115
0.003179650238473768,0.0,0.09863013698630137,0.0,55
0.001589825119236884,0.0,0.0,0.5,65
0.004769475357710652,0.0,0.024657534246575342,0.5,300
0.08267090620031797,0.0,0.008219178082191782,0.5,100
0.15580286168521465,0.0,0.7616438356164383,0.0,98
0.004769475357710652,0.0,0.0,0.5,100
0.0,0.0,0.0136986301369863,0.5,165
0.006359300476947536,0.0,0.2602739726027397,0.0,55
0.0,0.0,0.9945205479452055,0.0,149
0.009538950715421305,0.009202453987730062,0.0,0.0,102
0.08267090620031797,0.009202453987730062,0.9726027397260274,0.0,85
0.02384737678855326,0.0,0.4904109589041096,0.0,89
0.041335453100158986,0.0,0.20273972602739726,0.0,45
0.004769475357710652,0.0,0.0,0.5,299
0.001589825119236884,0.0,0.0,0.5,130
0.1399046104928458,0.0,0.4821917808219178,0.0,93
0.006359300476947536,0.0,0.0,0.5,210
0.0,0.0,0.0,0.5,200
0.05405405405405406,0.0,0.2547945205479452,0.0,70
0.02702702702702703,0.0,0.17534246575342466,0.5,90
0.0397456279809221,0.03067484662576687,0.904109589041096,0.5,140
0.003179650238473768,0.0,0.0,0.0,60
0.06518282988871224,0.003067484662576687,0.936986301369863,0.5,125
0.022257551669316377,0.015337423312883437,0.3315068493150685,0.0,49
0.001589825119236884,0.0,0.0,0.5,125
0.0,0.006134969325153375,0.0,0.0,45
0.2957074721780604,0.009202453987730062,0.5452054794520548,0.0,65
0.0,0.0,0.0,0.0,65
0.015898251192368842,0.0,0.0,0.0,50
0.0,0.0,0.0,0.0,49
0.006359300476947536,0.0,0.0,0.5,120
0.004769475357710652,0.0,1.0,0.0,125
0.003179650238473768,0.006134969325153375,0.0,0.5,150
0.05087440381558029,0.003067484662576687,0.3863013698630137,0.5,200
0.0,0.0,0.0,0.5,144
0.003179650238473768,0.0,0.0,0.5,135
0.12718600953895073,0.0,0.9589041095890412,0.0,90
0.0,0.003067484662576687,0.12328767123287672,0.5,120
0.02702702702702703,0.0,0.008219178082191782,0.5,160
0.0,0.7085889570552147,0.904109589041096,0.5,314
0.08426073131955486,0.0,0.021917808219178082,0.0,54
0.0,0.003067484662576687,0.852054794520548,0.0,50
0.001589825119236884,0.0,0.7287671232876712,0.5,275
0.05246422893481718,0.0,0.052054794520547946,0.0,68
0.03656597774244833,0.003067484662576687,0.9972602739726028,1.0,50
0.006359300476947536,0.0,0.0,0.5,125
0.030206677265500796,0.0,0.5424657534246575,0.0,75
0.0,0.006134969325153375,0.904109589041096,0.0,100
0.028616852146263912,0.0,0.0,0.5,130
0.006359300476947536,0.0,0.0,0.5,100
0.001589825119236884,0.0,0.3424657534246575,0.5,270
0.009538950715421305,0.0,0.0,0.0,48
0.19554848966613675,0.006134969325153375,0.16164383561643836,0.0,130
0.0,0.0,0.0,0.5,200
0.003179650238473768,0.0,0.6821917808219178,0.0,43
0.0,0.0,0.2273972602739726,0.0,60
0.05405405405405406,0.003067484662576687,0.9315068493150686,0.5,130
0.017488076311605726,0.0,0.0,0.5,275
0.03497615262321145,0.0,0.3561643835616438,0.5,79
0.03497615262321145,0.003067484662576687,0.6465753424657534,0.0,48
0.06041335453100159,0.006134969325153375,0.8273972602739726,0.5,450
0.006359300476947536,0.0,0.2958904109589041,0.5,639
0.014308426073131956,0.0,0.0,0.0,40
0.006359300476947536,0.0,0.19452054794520549,0.0,51
0.007949125596184421,0.0,0.7698630136986302,0.0,52
0.009538950715421305,0.003067484662576687,0.8849315068493151,0.0,65
0.0,0.19631901840490798,0.8931506849315068,0.5,188
0.004769475357710652,0.0,0.0,0.0,120
0.055643879173290944,0.012269938650306749,0.6438356164383562,0.0,58
0.001589825119236884,0.003067484662576687,0.0,0.0,60
0.04769475357710652,0.006134969325153375,0.008219178082191782,0.0,115
0.0,0.0,0.1178082191780822,0.5,199
0.006359300476947536,0.0,0.0,0.5,290
0.003179650238473768,0.3680981595092025,1.0,0.5,275
0.006359300476947536,0.0,0.9342465753424658,0.0,60
0.001589825119236884,0.018404907975460124,0.9589041095890412,0.0,60
0.0906200317965024,0.003067484662576687,0.8082191780821918,0.0,50
0.007949125596184421,0.0,0.0,0.0,75
0.02384737678855326,0.0,0.043835616438356165,0.5,82
0.2289348171701113,0.003067484662576687,0.36712328767123287,0.5,150
0.07631160572337044,0.0,0.0,1.0,99
0.006359300476947536,0.0,0.0,0.0,65
0.006359300476947536,0.0,0.18904109589041096,0.5,100
0.19236883942766297,0.003067484662576687,0.09041095890410959,0.5,72
0.009538950715421305,0.0,0.07945205479452055,0.0,50
0.06677265500794913,0.006134969325153375,0.1726027397260274,0.0,81
0.007949125596184421,0.003067484662576687,0.0,0.5,120
0.0,0.003067484662576687,0.0,0.5,95
0.02702702702702703,0.0,0.0,0.5,119
0.0,0.0,0.2136986301369863,0.5,220
0.11287758346581876,0.006134969325153375,0.2493150684931507,0.0,122
0.012718600953895072,0.1411042944785276,0.9616438356164384,0.0,55
0.0397456279809221,0.006134969325153375,0.936986301369863,0.5,218
0.006359300476947536,0.0,0.3232876712328767,0.5,150
0.08108108108108109,0.0,0.40273972602739727,0.5,212
0.24324324324324326,0.003067484662576687,0.3424657534246575,0.0,69
0.028616852146263912,0.0,0.0,0.5,150
0.004769475357710652,0.0,0.0,0.5,70
0.11605723370429254,0.0,0.12054794520547946,0.5,235
0.001589825119236884,0.0,0.016438356164383564,0.5,78
0.007949125596184421,0.0,0.1095890410958904,0.5,150
0.03815580286168522,0.003067484662576687,0.19726027397260273,0.0,89
0.0,0.0,0.0,0.5,200
0.13036565977742448,0.0,0.0,0.5,175
0.25437201907790147,0.0,0.873972602739726,0.0,80
0.03497615262321145,0.003067484662576687,0.0,0.0,50
0.04769475357710652,0.0,0.43561643835616437,0.5,150
0.0,0.0,0.0,0.0,75
0.055643879173290944,0.0,0.016438356164383564,0.0,100
0.001589825119236884,0.003067484662576687,0.9945205479452055,1.0,50
0.033386327503974564,0.0,0.7452054794520548,0.0,135
0.004769475357710652,0.10122699386503069,0.852054794520548,0.0,65
0.001589825119236884,0.0,0.4904109589041096,1.0,50
